Rack_Number,Date_E,Month_E,Year_E,Time_E,Device_E,State_E
Rack 6,11/29/2021,2021-11,2021,9:59:53,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,10:03:18,Cooling,1
Rack 6,11/29/2021,2021-11,2021,10:09:53,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,10:10:49,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,10:11:19,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,10:13:29,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,10:14:59,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,10:15:29,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,10:17:51,Cooling,1
Rack 6,11/29/2021,2021-11,2021,10:19:09,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,10:19:38,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,10:23:19,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,10:23:29,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,10:23:48,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,10:26:42,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,10:27:29,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,10:27:59,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,10:31:39,Cooling,1
Rack 6,11/29/2021,2021-11,2021,10:31:39,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,10:32:09,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,10:35:49,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,10:36:19,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,10:36:42,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,10:39:51,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,10:39:59,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,10:40:29,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,10:44:08,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,10:44:39,Cooling,1
Rack 6,11/29/2021,2021-11,2021,10:44:39,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,10:46:16,Effulent Coil,1
Rack 6,11/29/2021,2021-11,2021,10:48:19,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,10:48:49,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,10:49:51,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,10:52:29,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,10:52:58,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,10:52:59,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,10:56:39,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,10:57:09,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,10:58:38,Cooling,1
Rack 6,11/29/2021,2021-11,2021,11:00:49,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,11:01:19,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,11:02:21,Effulent Coil,0
Rack 6,11/29/2021,2021-11,2021,11:02:58,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,11:04:59,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,11:05:29,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,11:06:00,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,11:09:09,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,11:09:39,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,11:12:03,Cooling,1
Rack 6,11/29/2021,2021-11,2021,11:13:19,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,11:13:49,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,11:16:00,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,11:17:29,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,11:17:59,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,11:18:50,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,11:21:39,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,11:22:09,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,11:25:11,Cooling,1
Rack 6,11/29/2021,2021-11,2021,11:25:49,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,11:26:19,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,11:28:50,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,11:29:59,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,11:30:29,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,11:34:09,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,11:34:39,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,11:38:19,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,11:38:49,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,11:42:29,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,11:42:59,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,11:43:14,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,11:45:59,Heating,1
Rack 6,11/29/2021,2021-11,2021,11:46:39,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,11:47:09,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,11:50:49,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,11:51:19,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,11:53:14,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,11:54:59,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,11:55:29,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,11:57:05,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,11:59:09,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,11:59:39,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,12:03:19,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,12:03:49,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,12:06:16,Effulent Coil,1
Rack 6,11/29/2021,2021-11,2021,12:07:29,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,12:07:59,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,12:08:53,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,12:08:53,Cooling,1
Rack 6,11/29/2021,2021-11,2021,12:11:25,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,12:19:39,Cooling,1
Rack 6,11/29/2021,2021-11,2021,12:21:25,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,12:22:20,Effulent Coil,0
Rack 6,11/29/2021,2021-11,2021,12:24:05,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,12:32:03,Cooling,1
Rack 6,11/29/2021,2021-11,2021,12:34:05,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,12:36:37,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,12:44:01,Cooling,1
Rack 6,11/29/2021,2021-11,2021,12:46:37,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,12:49:14,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,12:56:01,Cooling,1
Rack 6,11/29/2021,2021-11,2021,12:59:14,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,13:01:48,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,13:08:50,Cooling,1
Rack 6,11/29/2021,2021-11,2021,13:11:48,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,13:14:32,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,13:21:39,Cooling,1
Rack 6,11/29/2021,2021-11,2021,13:24:32,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,13:26:16,Effulent Coil,1
Rack 6,11/29/2021,2021-11,2021,13:27:14,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,13:33:27,Cooling,1
Rack 6,11/29/2021,2021-11,2021,13:37:14,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,13:39:57,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,13:42:21,Effulent Coil,0
Rack 6,11/29/2021,2021-11,2021,13:46:47,Cooling,1
Rack 6,11/29/2021,2021-11,2021,13:49:57,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,13:52:45,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,13:59:41,Cooling,1
Rack 6,11/29/2021,2021-11,2021,14:02:45,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,14:05:33,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,14:12:42,Cooling,1
Rack 6,11/29/2021,2021-11,2021,14:15:33,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,14:24:10,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,14:24:40,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,14:26:53,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,14:27:24,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,14:28:44,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,14:31:04,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,14:31:21,Heating,1
Rack 6,11/29/2021,2021-11,2021,14:31:33,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,14:35:13,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,14:35:44,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,14:38:44,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,14:39:23,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,14:39:53,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,14:43:33,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,14:44:04,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,14:46:16,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,14:46:16,Effulent Coil,1
Rack 6,11/29/2021,2021-11,2021,14:47:44,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,14:47:54,Cooling,1
Rack 6,11/29/2021,2021-11,2021,14:48:13,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,14:51:53,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,14:52:23,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,14:56:16,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,14:59:33,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,15:02:21,Effulent Coil,0
Rack 6,11/29/2021,2021-11,2021,15:04:03,Cooling,1
Rack 6,11/29/2021,2021-11,2021,15:09:33,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,15:12:28,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,15:18:02,Cooling,1
Rack 6,11/29/2021,2021-11,2021,15:22:28,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,15:25:23,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,15:31:15,Cooling,1
Rack 6,11/29/2021,2021-11,2021,15:35:23,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,15:38:13,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,15:44:16,Cooling,1
Rack 6,11/29/2021,2021-11,2021,15:48:13,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,15:50:58,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,15:57:08,Cooling,1
Rack 6,11/29/2021,2021-11,2021,16:00:58,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,16:03:35,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,16:06:16,Effulent Coil,1
Rack 6,11/29/2021,2021-11,2021,16:09:53,Cooling,1
Rack 6,11/29/2021,2021-11,2021,16:13:35,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,16:16:18,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,16:22:09,Cooling,1
Rack 6,11/29/2021,2021-11,2021,16:22:21,Effulent Coil,0
Rack 6,11/29/2021,2021-11,2021,16:26:18,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,16:29:07,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,16:34:48,Cooling,1
Rack 6,11/29/2021,2021-11,2021,16:39:07,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,16:41:47,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,16:48:06,Cooling,1
Rack 6,11/29/2021,2021-11,2021,16:51:47,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,16:54:33,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,17:00:45,Cooling,1
Rack 6,11/29/2021,2021-11,2021,17:04:33,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,17:07:17,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,17:12:15,Cooling,1
Rack 6,11/29/2021,2021-11,2021,17:17:18,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,17:19:54,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,17:25:56,Cooling,1
Rack 6,11/29/2021,2021-11,2021,17:26:16,Effulent Coil,1
Rack 6,11/29/2021,2021-11,2021,17:29:54,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,17:32:51,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,17:39:00,Cooling,1
Rack 6,11/29/2021,2021-11,2021,17:42:21,Effulent Coil,0
Rack 6,11/29/2021,2021-11,2021,17:42:50,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,17:45:41,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,17:52:33,Cooling,1
Rack 6,11/29/2021,2021-11,2021,17:55:41,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,17:58:25,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,18:05:35,Cooling,1
Rack 6,11/29/2021,2021-11,2021,18:08:26,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,18:10:58,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,18:17:27,Cooling,1
Rack 6,11/29/2021,2021-11,2021,18:20:58,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,18:23:38,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,18:30:06,Cooling,1
Rack 6,11/29/2021,2021-11,2021,18:33:38,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,18:36:21,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,18:42:47,Cooling,1
Rack 6,11/29/2021,2021-11,2021,18:46:16,Effulent Coil,1
Rack 6,11/29/2021,2021-11,2021,18:46:22,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,18:49:07,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,18:55:02,Cooling,1
Rack 6,11/29/2021,2021-11,2021,18:59:08,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,19:01:55,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,19:02:21,Effulent Coil,0
Rack 6,11/29/2021,2021-11,2021,19:07:49,Cooling,1
Rack 6,11/29/2021,2021-11,2021,19:11:54,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,19:14:39,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,19:20:57,Cooling,1
Rack 6,11/29/2021,2021-11,2021,19:24:38,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,19:27:23,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,19:33:56,Cooling,1
Rack 6,11/29/2021,2021-11,2021,19:37:24,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,19:40:04,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,19:46:42,Cooling,1
Rack 6,11/29/2021,2021-11,2021,19:50:05,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,19:52:50,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,19:58:37,Cooling,1
Rack 6,11/29/2021,2021-11,2021,20:02:51,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,20:05:34,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,20:06:17,Effulent Coil,1
Rack 6,11/29/2021,2021-11,2021,20:11:17,Cooling,1
Rack 6,11/29/2021,2021-11,2021,20:15:33,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,20:18:26,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,20:22:22,Effulent Coil,0
Rack 6,11/29/2021,2021-11,2021,20:25:08,Cooling,1
Rack 6,11/29/2021,2021-11,2021,20:28:26,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,20:31:09,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,20:37:40,Cooling,1
Rack 6,11/29/2021,2021-11,2021,20:41:10,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,20:43:55,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,20:50:38,Cooling,1
Rack 6,11/29/2021,2021-11,2021,20:53:56,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,20:56:32,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,21:02:44,Cooling,1
Rack 6,11/29/2021,2021-11,2021,21:06:33,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,21:08:28,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,21:08:58,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,21:09:14,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,21:11:36,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,21:12:06,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,21:15:47,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,21:15:58,Cooling,1
Rack 6,11/29/2021,2021-11,2021,21:16:16,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,21:19:14,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,21:19:56,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,21:20:26,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,21:21:57,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,21:24:06,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,21:24:37,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,21:26:17,Effulent Coil,1
Rack 6,11/29/2021,2021-11,2021,21:28:17,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,21:28:46,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,21:28:48,Cooling,1
Rack 6,11/29/2021,2021-11,2021,21:31:57,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,21:32:27,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,21:32:57,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,21:34:47,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,21:36:37,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,21:37:06,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,21:40:46,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,21:41:16,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,21:41:52,Cooling,1
Rack 6,11/29/2021,2021-11,2021,21:42:21,Effulent Coil,0
Rack 6,11/29/2021,2021-11,2021,21:44:47,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,21:44:56,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,21:45:26,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,21:47:23,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,21:49:06,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,21:49:37,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,21:53:16,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,21:53:32,Cooling,1
Rack 6,11/29/2021,2021-11,2021,21:53:47,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,21:57:23,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,21:57:26,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,21:57:56,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,22:00:02,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,22:01:36,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,22:02:07,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,22:05:46,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,22:06:16,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,22:07:03,Cooling,1
Rack 6,11/29/2021,2021-11,2021,22:09:57,pH Pump,1
Rack 6,11/29/2021,2021-11,2021,22:10:02,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,22:10:27,pH Pump,0
Rack 6,11/29/2021,2021-11,2021,22:12:40,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,22:19:12,Cooling,1
Rack 6,11/29/2021,2021-11,2021,22:22:40,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,22:25:23,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,22:32:10,Cooling,1
Rack 6,11/29/2021,2021-11,2021,22:35:23,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,22:38:03,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,22:44:15,Cooling,1
Rack 6,11/29/2021,2021-11,2021,22:46:17,Effulent Coil,1
Rack 6,11/29/2021,2021-11,2021,22:48:03,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,22:50:55,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,22:56:57,Cooling,1
Rack 6,11/29/2021,2021-11,2021,23:00:55,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,23:02:22,Effulent Coil,0
Rack 6,11/29/2021,2021-11,2021,23:03:45,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,23:10:04,Cooling,1
Rack 6,11/29/2021,2021-11,2021,23:13:45,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,23:16:25,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,23:22:40,Cooling,1
Rack 6,11/29/2021,2021-11,2021,23:26:25,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,23:29:02,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,23:34:43,Cooling,1
Rack 6,11/29/2021,2021-11,2021,23:39:02,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,23:41:47,Heat Ex Comp,0
Rack 6,11/29/2021,2021-11,2021,23:47:47,Cooling,1
Rack 6,11/29/2021,2021-11,2021,23:51:47,Heat Ex Comp,1
Rack 6,11/29/2021,2021-11,2021,23:54:26,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,0:00:34,Cooling,1
Rack 6,11/30/2021,2021-11,2021,0:04:26,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,0:06:17,Effulent Coil,1
Rack 6,11/30/2021,2021-11,2021,0:07:10,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,0:12:06,Cooling,1
Rack 6,11/30/2021,2021-11,2021,0:17:10,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,0:19:58,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,0:22:23,Effulent Coil,0
Rack 6,11/30/2021,2021-11,2021,0:25:36,Cooling,1
Rack 6,11/30/2021,2021-11,2021,0:29:59,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,0:32:48,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,0:38:37,Cooling,1
Rack 6,11/30/2021,2021-11,2021,0:42:48,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,0:45:36,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,0:51:25,Cooling,1
Rack 6,11/30/2021,2021-11,2021,0:55:37,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,0:58:23,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,1:03:52,Cooling,1
Rack 6,11/30/2021,2021-11,2021,1:08:23,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,1:11:17,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,1:17:22,Cooling,1
Rack 6,11/30/2021,2021-11,2021,1:21:16,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,1:24:06,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,1:26:18,Effulent Coil,1
Rack 6,11/30/2021,2021-11,2021,1:30:11,Cooling,1
Rack 6,11/30/2021,2021-11,2021,1:34:06,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,1:36:57,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,1:42:22,Effulent Coil,0
Rack 6,11/30/2021,2021-11,2021,1:43:14,Cooling,1
Rack 6,11/30/2021,2021-11,2021,1:46:56,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,1:49:40,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,1:55:39,Cooling,1
Rack 6,11/30/2021,2021-11,2021,1:59:40,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,2:02:19,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,2:08:24,Cooling,1
Rack 6,11/30/2021,2021-11,2021,2:12:19,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,2:14:56,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,2:21:39,Cooling,1
Rack 6,11/30/2021,2021-11,2021,2:24:57,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,2:27:40,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,2:34:52,Cooling,1
Rack 6,11/30/2021,2021-11,2021,2:37:40,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,2:40:13,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,2:46:18,Effulent Coil,1
Rack 6,11/30/2021,2021-11,2021,2:46:56,Cooling,1
Rack 6,11/30/2021,2021-11,2021,2:50:13,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,2:53:02,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,3:00:17,Cooling,1
Rack 6,11/30/2021,2021-11,2021,3:02:22,Effulent Coil,0
Rack 6,11/30/2021,2021-11,2021,3:03:02,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,3:05:39,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,3:13:07,Cooling,1
Rack 6,11/30/2021,2021-11,2021,3:15:39,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,3:18:13,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,3:25:09,Cooling,1
Rack 6,11/30/2021,2021-11,2021,3:28:13,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,3:30:45,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,3:37:44,Cooling,1
Rack 6,11/30/2021,2021-11,2021,3:40:45,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,3:43:20,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,3:50:19,Cooling,1
Rack 6,11/30/2021,2021-11,2021,3:53:20,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,3:55:54,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,4:02:36,Cooling,1
