Rack_Number,Date_E,Month_E,Year_E,Time_E,Device_E,State_E
Rack 6,11/30/2021,2021-11,2021,4:05:54,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,4:06:18,Effulent Coil,1
Rack 6,11/30/2021,2021-11,2021,4:08:26,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,4:15:08,Cooling,1
Rack 6,11/30/2021,2021-11,2021,4:18:26,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,4:21:03,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,4:22:23,Effulent Coil,0
Rack 6,11/30/2021,2021-11,2021,4:28:14,Cooling,1
Rack 6,11/30/2021,2021-11,2021,4:31:03,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,4:33:38,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,4:40:50,Cooling,1
Rack 6,11/30/2021,2021-11,2021,4:43:38,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,4:46:04,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,4:53:07,Cooling,1
Rack 6,11/30/2021,2021-11,2021,4:56:04,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,4:58:39,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,5:06:08,Cooling,1
Rack 6,11/30/2021,2021-11,2021,5:08:39,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,5:11:09,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,5:18:35,Cooling,1
Rack 6,11/30/2021,2021-11,2021,5:21:09,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,5:23:37,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,5:26:18,Effulent Coil,1
Rack 6,11/30/2021,2021-11,2021,5:30:37,Cooling,1
Rack 6,11/30/2021,2021-11,2021,5:33:37,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,5:36:12,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,5:42:23,Effulent Coil,0
Rack 6,11/30/2021,2021-11,2021,5:43:26,Cooling,1
Rack 6,11/30/2021,2021-11,2021,5:46:12,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,5:48:42,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,5:55:31,Cooling,1
Rack 6,11/30/2021,2021-11,2021,5:58:42,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,6:01:12,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,6:08:21,Cooling,1
Rack 6,11/30/2021,2021-11,2021,6:11:12,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,6:13:42,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,6:20:18,Cooling,1
Rack 6,11/30/2021,2021-11,2021,6:23:42,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,6:26:14,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,6:33:28,Cooling,1
Rack 6,11/30/2021,2021-11,2021,6:36:14,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,6:38:49,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,6:46:00,Cooling,1
Rack 6,11/30/2021,2021-11,2021,6:46:18,Effulent Coil,1
Rack 6,11/30/2021,2021-11,2021,6:48:49,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,6:51:28,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,6:58:31,Cooling,1
Rack 6,11/30/2021,2021-11,2021,7:01:28,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,7:02:23,Effulent Coil,0
Rack 6,11/30/2021,2021-11,2021,7:04:03,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,7:11:11,Cooling,1
Rack 6,11/30/2021,2021-11,2021,7:14:03,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,7:16:36,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,7:24:07,Cooling,1
Rack 6,11/30/2021,2021-11,2021,7:26:36,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,7:29:08,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,7:36:16,Cooling,1
Rack 6,11/30/2021,2021-11,2021,7:39:08,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,7:41:47,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,7:48:49,Cooling,1
Rack 6,11/30/2021,2021-11,2021,7:51:47,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,7:54:24,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,8:00:54,Cooling,1
Rack 6,11/30/2021,2021-11,2021,8:04:24,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,8:06:18,Effulent Coil,1
Rack 6,11/30/2021,2021-11,2021,8:06:55,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,8:12:53,Cooling,1
Rack 6,11/30/2021,2021-11,2021,8:16:55,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,8:19:38,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,8:22:23,Effulent Coil,0
Rack 6,11/30/2021,2021-11,2021,8:25:18,Cooling,1
Rack 6,11/30/2021,2021-11,2021,8:28:27,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,8:28:58,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,8:29:38,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,8:32:37,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,8:33:07,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,8:36:48,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,8:37:17,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,8:40:57,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,8:41:27,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,8:43:26,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,8:45:07,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,8:45:37,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,8:46:03,Heating,1
Rack 6,11/30/2021,2021-11,2021,8:49:18,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,8:49:47,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,8:53:26,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,8:57:44,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,9:08:23,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,9:08:23,Cooling,1
Rack 6,11/30/2021,2021-11,2021,9:10:44,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,9:20:02,Cooling,1
Rack 6,11/30/2021,2021-11,2021,9:20:44,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,9:23:08,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,9:26:18,Effulent Coil,1
Rack 6,11/30/2021,2021-11,2021,9:31:52,Cooling,1
Rack 6,11/30/2021,2021-11,2021,9:33:07,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,9:35:38,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,9:42:23,Effulent Coil,0
Rack 6,11/30/2021,2021-11,2021,9:44:45,Cooling,1
Rack 6,11/30/2021,2021-11,2021,9:45:39,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,9:48:09,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,9:56:59,Cooling,1
Rack 6,11/30/2021,2021-11,2021,9:58:10,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,10:00:41,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,10:08:58,Cooling,1
Rack 6,11/30/2021,2021-11,2021,10:10:41,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,10:13:16,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,10:15:03,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,10:15:33,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,10:18:37,Cooling,1
Rack 6,11/30/2021,2021-11,2021,10:19:13,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,10:19:44,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,10:23:16,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,10:23:24,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,10:23:54,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,10:27:34,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,10:28:03,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,10:31:44,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,10:32:13,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,10:35:54,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,10:36:23,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,10:37:18,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,10:39:48,Heating,1
Rack 6,11/30/2021,2021-11,2021,10:40:03,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,10:40:34,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,10:46:18,Effulent Coil,1
Rack 6,11/30/2021,2021-11,2021,10:47:18,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,10:53:22,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,10:53:35,Cooling,1
Rack 6,11/30/2021,2021-11,2021,11:02:23,Effulent Coil,0
Rack 6,11/30/2021,2021-11,2021,11:03:23,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,11:06:09,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,11:13:42,Cooling,1
Rack 6,11/30/2021,2021-11,2021,11:16:10,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,11:18:44,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,11:25:43,Cooling,1
Rack 6,11/30/2021,2021-11,2021,11:28:43,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,11:31:25,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,11:38:12,Cooling,1
Rack 6,11/30/2021,2021-11,2021,11:41:24,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,11:43:55,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,11:50:20,Cooling,1
Rack 6,11/30/2021,2021-11,2021,11:53:55,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,11:56:22,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,12:03:04,Cooling,1
Rack 6,11/30/2021,2021-11,2021,12:06:19,Effulent Coil,1
Rack 6,11/30/2021,2021-11,2021,12:06:22,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,12:09:04,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,12:15:18,Cooling,1
Rack 6,11/30/2021,2021-11,2021,12:19:05,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,12:21:46,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,12:22:24,Effulent Coil,0
Rack 6,11/30/2021,2021-11,2021,12:28:13,Cooling,1
Rack 6,11/30/2021,2021-11,2021,12:31:46,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,12:34:22,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,12:40:53,Cooling,1
Rack 6,11/30/2021,2021-11,2021,12:44:23,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,12:47:00,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,12:53:14,Cooling,1
Rack 6,11/30/2021,2021-11,2021,12:57:01,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,12:59:44,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,13:06:02,Cooling,1
Rack 6,11/30/2021,2021-11,2021,13:09:44,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,13:12:27,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,13:18:04,Cooling,1
Rack 6,11/30/2021,2021-11,2021,13:22:27,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,13:25:06,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,13:26:19,Effulent Coil,1
Rack 6,11/30/2021,2021-11,2021,13:31:04,Cooling,1
Rack 6,11/30/2021,2021-11,2021,13:35:06,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,13:42:24,Effulent Coil,0
Rack 6,11/30/2021,2021-11,2021,13:45:06,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,13:45:29,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,13:45:59,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,13:48:37,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,13:49:07,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,13:49:13,Heating,1
Rack 6,11/30/2021,2021-11,2021,13:52:47,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,13:53:17,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,13:55:06,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,13:56:57,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,13:57:27,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,14:00:01,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,14:01:07,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,14:01:37,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,14:03:23,Cooling,1
Rack 6,11/30/2021,2021-11,2021,14:05:17,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,14:05:47,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,14:09:27,pH Pump,1
Rack 6,11/30/2021,2021-11,2021,14:09:57,pH Pump,0
Rack 6,11/30/2021,2021-11,2021,14:10:01,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,14:15:47,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,14:16:03,Heating,1
Rack 6,11/30/2021,2021-11,2021,14:17:34,Water Pump,0
Rack 6,11/30/2021,2021-11,2021,14:17:34,Heat Pump,0
Rack 6,11/30/2021,2021-11,2021,14:17:34,UV Coil,0
Rack 6,11/30/2021,2021-11,2021,14:20:16,Cooling,1
Rack 6,11/30/2021,2021-11,2021,14:24:58,Heat Pump,1
Rack 6,11/30/2021,2021-11,2021,14:24:58,UV Coil,1
Rack 6,11/30/2021,2021-11,2021,14:25:04,Water Pump,1
Rack 6,11/30/2021,2021-11,2021,14:26:03,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,14:27:30,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,14:38:54,Effulent Coil,1
Rack 6,11/30/2021,2021-11,2021,14:39:12,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,14:39:12,Cooling,1
Rack 6,11/30/2021,2021-11,2021,14:41:23,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,14:43:56,Effulent Coil,0
Rack 6,11/30/2021,2021-11,2021,14:46:19,Effulent Coil,1
Rack 6,11/30/2021,2021-11,2021,14:49:10,Cooling,1
Rack 6,11/30/2021,2021-11,2021,14:51:23,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,14:53:43,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,14:59:48,Cooling,1
Rack 6,11/30/2021,2021-11,2021,15:02:24,Effulent Coil,0
Rack 6,11/30/2021,2021-11,2021,15:03:43,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,15:06:09,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,15:10:57,Cooling,1
Rack 6,11/30/2021,2021-11,2021,15:16:09,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,15:18:39,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,15:23:29,Cooling,1
Rack 6,11/30/2021,2021-11,2021,15:28:39,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,15:31:09,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,15:35:03,Cooling,1
Rack 6,11/30/2021,2021-11,2021,15:41:09,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,15:43:48,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,15:48:17,Cooling,1
Rack 6,11/30/2021,2021-11,2021,15:53:48,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,15:56:32,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,16:00:54,Cooling,1
Rack 6,11/30/2021,2021-11,2021,16:06:19,Effulent Coil,1
Rack 6,11/30/2021,2021-11,2021,16:06:32,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,16:09:23,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,16:13:07,Cooling,1
Rack 6,11/30/2021,2021-11,2021,16:19:23,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,16:22:05,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,16:22:24,Effulent Coil,0
Rack 6,11/30/2021,2021-11,2021,16:26:03,Cooling,1
Rack 6,11/30/2021,2021-11,2021,16:32:05,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,16:34:45,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,16:38:40,Cooling,1
Rack 6,11/30/2021,2021-11,2021,16:44:45,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,16:47:32,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,16:51:37,Cooling,1
Rack 6,11/30/2021,2021-11,2021,16:57:32,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,17:00:18,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,17:03:56,Cooling,1
Rack 6,11/30/2021,2021-11,2021,17:10:18,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,17:13:09,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,17:17:16,Cooling,1
Rack 6,11/30/2021,2021-11,2021,17:23:09,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,17:25:54,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,17:26:19,Effulent Coil,1
Rack 6,11/30/2021,2021-11,2021,17:30:08,Cooling,1
Rack 6,11/30/2021,2021-11,2021,17:35:54,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,17:38:39,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,17:42:24,Effulent Coil,0
Rack 6,11/30/2021,2021-11,2021,17:42:52,Cooling,1
Rack 6,11/30/2021,2021-11,2021,17:48:39,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,17:51:15,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,17:55:11,Cooling,1
Rack 6,11/30/2021,2021-11,2021,18:01:15,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,18:03:59,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,18:08:07,Cooling,1
Rack 6,11/30/2021,2021-11,2021,18:13:59,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,18:16:40,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,18:20:50,Cooling,1
Rack 6,11/30/2021,2021-11,2021,18:26:41,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,18:29:19,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,18:33:31,Cooling,1
Rack 6,11/30/2021,2021-11,2021,18:39:19,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,18:41:50,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,18:45:50,Cooling,1
Rack 6,11/30/2021,2021-11,2021,18:46:19,Effulent Coil,1
Rack 6,11/30/2021,2021-11,2021,18:51:50,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,18:54:34,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,18:58:32,Cooling,1
Rack 6,11/30/2021,2021-11,2021,19:02:24,Effulent Coil,0
Rack 6,11/30/2021,2021-11,2021,19:04:34,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,19:07:23,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,19:11:37,Cooling,1
Rack 6,11/30/2021,2021-11,2021,19:17:23,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,19:20:03,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,19:24:24,Cooling,1
Rack 6,11/30/2021,2021-11,2021,19:30:02,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,19:32:43,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,19:37:00,Cooling,1
Rack 6,11/30/2021,2021-11,2021,19:42:44,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,19:45:18,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,19:49:26,Cooling,1
Rack 6,11/30/2021,2021-11,2021,19:55:18,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,19:57:54,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,20:02:09,Cooling,1
Rack 6,11/30/2021,2021-11,2021,20:06:20,Effulent Coil,1
Rack 6,11/30/2021,2021-11,2021,20:07:54,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,20:10:33,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,20:14:19,Cooling,1
Rack 6,11/30/2021,2021-11,2021,20:20:34,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,20:22:24,Effulent Coil,0
Rack 6,11/30/2021,2021-11,2021,20:23:14,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,20:27:18,Cooling,1
Rack 6,11/30/2021,2021-11,2021,20:33:15,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,20:36:03,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,20:40:41,Cooling,1
Rack 6,11/30/2021,2021-11,2021,20:46:04,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,20:48:41,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,20:52:49,Cooling,1
Rack 6,11/30/2021,2021-11,2021,20:58:40,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,21:01:16,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,21:05:01,Cooling,1
Rack 6,11/30/2021,2021-11,2021,21:11:16,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,21:13:50,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,21:18:17,Cooling,1
Rack 6,11/30/2021,2021-11,2021,21:23:49,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,21:26:20,Effulent Coil,1
Rack 6,11/30/2021,2021-11,2021,21:26:29,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,21:30:27,Cooling,1
Rack 6,11/30/2021,2021-11,2021,21:36:29,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,21:39:08,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,21:42:24,Effulent Coil,0
Rack 6,11/30/2021,2021-11,2021,21:43:17,Cooling,1
Rack 6,11/30/2021,2021-11,2021,21:49:08,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,21:51:54,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,21:56:02,Cooling,1
Rack 6,11/30/2021,2021-11,2021,22:01:55,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,22:04:31,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,22:05:48,Conductivity Pump,1
Rack 6,11/30/2021,2021-11,2021,22:05:59,Conductivity Pump,0
Rack 6,11/30/2021,2021-11,2021,22:07:59,Conductivity Pump,1
Rack 6,11/30/2021,2021-11,2021,22:08:09,Conductivity Pump,0
Rack 6,11/30/2021,2021-11,2021,22:08:33,Cooling,1
Rack 6,11/30/2021,2021-11,2021,22:10:09,Conductivity Pump,1
Rack 6,11/30/2021,2021-11,2021,22:10:18,Conductivity Pump,0
Rack 6,11/30/2021,2021-11,2021,22:14:30,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,22:17:18,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,22:21:33,Cooling,1
Rack 6,11/30/2021,2021-11,2021,22:27:17,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,22:30:01,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,22:34:24,Cooling,1
Rack 6,11/30/2021,2021-11,2021,22:40:01,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,22:42:47,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,22:46:20,Effulent Coil,1
Rack 6,11/30/2021,2021-11,2021,22:47:24,Cooling,1
Rack 6,11/30/2021,2021-11,2021,22:52:47,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,22:56:08,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,23:01:30,Cooling,1
Rack 6,11/30/2021,2021-11,2021,23:02:25,Effulent Coil,0
Rack 6,11/30/2021,2021-11,2021,23:06:08,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,23:09:05,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,23:14:42,Cooling,1
Rack 6,11/30/2021,2021-11,2021,23:19:05,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,23:21:57,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,23:27:56,Cooling,1
Rack 6,11/30/2021,2021-11,2021,23:31:57,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,23:34:44,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,23:40:32,Cooling,1
Rack 6,11/30/2021,2021-11,2021,23:44:44,Heat Ex Comp,1
Rack 6,11/30/2021,2021-11,2021,23:47:31,Heat Ex Comp,0
Rack 6,11/30/2021,2021-11,2021,23:53:22,Cooling,1
Rack 6,11/28/2021,2021-11,2021,17:47:04,Heat Ex Comp,1
Rack 6,11/28/2021,2021-11,2021,17:49:55,Heat Ex Comp,0
Rack 6,11/28/2021,2021-11,2021,17:55:43,Cooling,1
Rack 6,11/28/2021,2021-11,2021,17:59:54,Heat Ex Comp,1
Rack 6,11/28/2021,2021-11,2021,18:02:48,Heat Ex Comp,0
Rack 6,11/28/2021,2021-11,2021,18:09:02,Cooling,1
Rack 6,11/28/2021,2021-11,2021,18:12:49,Heat Ex Comp,1
Rack 6,11/28/2021,2021-11,2021,18:15:34,Heat Ex Comp,0
Rack 6,11/28/2021,2021-11,2021,18:21:34,Cooling,1
Rack 6,11/28/2021,2021-11,2021,18:25:34,Heat Ex Comp,1
Rack 6,11/28/2021,2021-11,2021,18:28:22,Heat Ex Comp,0
Rack 6,11/28/2021,2021-11,2021,18:33:51,Cooling,1
Rack 6,11/28/2021,2021-11,2021,18:38:22,Heat Ex Comp,1
Rack 6,11/28/2021,2021-11,2021,18:41:09,Heat Ex Comp,0
Rack 6,11/28/2021,2021-11,2021,18:46:13,Effulent Coil,1
Rack 6,11/28/2021,2021-11,2021,18:46:56,Cooling,1
Rack 6,11/28/2021,2021-11,2021,18:51:09,Heat Ex Comp,1
Rack 6,11/28/2021,2021-11,2021,18:53:51,Heat Ex Comp,0
Rack 6,11/28/2021,2021-11,2021,18:58:48,Cooling,1
