Row,Date,Time,Device,State
0,12/25/21,03:46:58,Heat Ex Comp,1
1,12/25/21,03:51:27,Heat Ex Comp,0
2,12/25/21,03:58:59,Cooling,1
3,12/25/21,04:01:27,Heat Ex Comp,1
4,12/25/21,04:03:45,Effulent Coil,1
5,12/25/21,04:06:10,Heat Ex Comp,0
6,12/25/21,04:12:21,Effulent Coil,0
7,12/25/21,04:14:08,Cooling,1
8,12/25/21,04:16:10,Heat Ex Comp,1
9,12/25/21,04:20:15,Heat Ex Comp,0
10,12/25/21,04:28:18,Cooling,1
11,12/25/21,04:30:15,Heat Ex Comp,1
12,12/25/21,04:34:51,Heat Ex Comp,0
13,12/25/21,04:43:57,Cooling,1
14,12/25/21,04:44:51,Heat Ex Comp,1
15,12/25/21,04:49:04,Heat Ex Comp,0
16,12/25/21,04:57:04,Cooling,1
17,12/25/21,04:59:04,Heat Ex Comp,1
18,12/25/21,04:59:57,pH Pump,1
19,12/25/21,05:00:17,pH Pump,0
20,12/25/21,05:03:18,pH Pump,1
21,12/25/21,05:03:24,Heat Ex Comp,0
22,12/25/21,05:03:38,pH Pump,0
23,12/25/21,05:07:18,pH Pump,1
24,12/25/21,05:07:38,pH Pump,0
25,12/25/21,05:11:18,pH Pump,1
26,12/25/21,05:11:38,pH Pump,0
27,12/25/21,05:13:09,Cooling,1
28,12/25/21,05:13:24,Heat Ex Comp,1
29,12/25/21,05:15:18,pH Pump,1
30,12/25/21,05:15:38,pH Pump,0
31,12/25/21,05:17:36,Heat Ex Comp,0
32,12/25/21,05:19:18,pH Pump,1
33,12/25/21,05:19:38,pH Pump,0
34,12/25/21,05:23:18,pH Pump,1
35,12/25/21,05:23:38,pH Pump,0
36,12/25/21,05:26:18,Cooling,1
37,12/25/21,05:27:18,pH Pump,1
38,12/25/21,05:27:36,Heat Ex Comp,1
39,12/25/21,05:27:38,pH Pump,0
40,12/25/21,05:31:18,pH Pump,1
41,12/25/21,05:31:38,pH Pump,0
42,12/25/21,05:31:56,Heat Ex Comp,0
43,12/25/21,05:35:18,pH Pump,1
44,12/25/21,05:35:38,pH Pump,0
45,12/25/21,05:39:18,pH Pump,1
46,12/25/21,05:39:38,pH Pump,0
47,12/25/21,05:41:51,Cooling,1
48,12/25/21,05:41:56,Heat Ex Comp,1
49,12/25/21,05:43:18,pH Pump,1
50,12/25/21,05:43:38,pH Pump,0
51,12/25/21,05:43:45,Effulent Coil,1
52,12/25/21,05:45:54,Heat Ex Comp,0
53,12/25/21,05:47:18,pH Pump,1
54,12/25/21,05:47:38,pH Pump,0
55,12/25/21,05:51:18,pH Pump,1
56,12/25/21,05:51:38,pH Pump,0
57,12/25/21,05:52:21,Effulent Coil,0
58,12/25/21,05:54:28,Cooling,1
59,12/25/21,05:55:18,pH Pump,1
60,12/25/21,05:55:38,pH Pump,0
61,12/25/21,05:55:54,Heat Ex Comp,1
62,12/25/21,05:59:18,pH Pump,1
63,12/25/21,05:59:38,pH Pump,0
64,12/25/21,06:00:17,Heat Ex Comp,0
65,12/25/21,06:03:18,pH Pump,1
66,12/25/21,06:03:38,pH Pump,0
67,12/25/21,06:07:18,pH Pump,1
68,12/25/21,06:07:38,pH Pump,0
69,12/25/21,06:09:56,Cooling,1
70,12/25/21,06:10:16,Heat Ex Comp,1
71,12/25/21,06:11:18,pH Pump,1
72,12/25/21,06:11:38,pH Pump,0
73,12/25/21,06:14:16,Heat Ex Comp,0
74,12/25/21,06:23:47,Cooling,1
75,12/25/21,06:24:16,Heat Ex Comp,1
76,12/25/21,06:28:22,Heat Ex Comp,0
77,12/25/21,06:39:28,Heat Ex Comp,1
78,12/25/21,06:39:28,Cooling,1
79,12/25/21,06:43:23,Heat Ex Comp,0
80,12/25/21,06:51:54,Cooling,1
81,12/25/21,06:53:22,Heat Ex Comp,1
82,12/25/21,06:57:26,Heat Ex Comp,0
83,12/25/21,07:07:54,Heat Ex Comp,1
84,12/25/21,07:07:54,Cooling,1
85,12/25/21,07:11:38,Heat Ex Comp,0
86,12/25/21,07:21:13,Cooling,1
87,12/25/21,07:21:39,Heat Ex Comp,1
88,12/25/21,07:23:45,Effulent Coil,1
89,12/25/21,07:25:48,Heat Ex Comp,0
