Row,Date,Time,Device,State
0,12/06/21,13:45:02,Heat Ex Comp,0
1,12/06/21,13:59:59,Heat Ex Comp,1
2,12/06/21,13:59:59,Cooling,1
3,12/06/21,14:03:13,Heat Ex Comp,0
4,12/06/21,14:14:15,Heat Ex Comp,1
5,12/06/21,14:14:15,Cooling,1
6,12/06/21,14:17:09,Heat Ex Comp,0
7,12/06/21,14:30:07,Heat Ex Comp,1
8,12/06/21,14:30:07,Cooling,1
9,12/06/21,14:33:24,Heat Ex Comp,0
10,12/06/21,14:45:32,Heat Ex Comp,1
11,12/06/21,14:45:32,Cooling,1
12,12/06/21,14:48:45,Heat Ex Comp,0
13,12/06/21,15:02:27,Effulent Coil,1
14,12/06/21,15:02:35,Heat Ex Comp,1
15,12/06/21,15:02:35,Cooling,1
16,12/06/21,15:05:55,Heat Ex Comp,0
17,12/06/21,15:11:03,Effulent Coil,0
18,12/06/21,15:18:23,Heat Ex Comp,1
19,12/06/21,15:18:23,Cooling,1
20,12/06/21,15:21:35,Heat Ex Comp,0
21,12/06/21,15:39:02,Heat Ex Comp,1
22,12/06/21,15:39:02,Cooling,1
23,12/06/21,15:42:07,Heat Ex Comp,0
24,12/06/21,15:57:47,Heat Ex Comp,1
25,12/06/21,15:57:47,Cooling,1
26,12/06/21,16:00:51,Heat Ex Comp,0
27,12/06/21,16:14:50,Heat Ex Comp,1
28,12/06/21,16:14:50,Cooling,1
29,12/06/21,16:17:59,Heat Ex Comp,0
30,12/06/21,16:32:45,Heat Ex Comp,1
31,12/06/21,16:32:45,Cooling,1
32,12/06/21,16:35:47,Heat Ex Comp,0
33,12/06/21,16:37:09,Conductivity Pump,1
34,12/06/21,16:37:18,Conductivity Pump,0
35,12/06/21,16:42:27,Effulent Coil,1
36,12/06/21,16:49:59,Heat Ex Comp,1
37,12/06/21,16:49:59,Cooling,1
38,12/06/21,16:51:03,Effulent Coil,0
39,12/06/21,16:53:02,Heat Ex Comp,0
40,12/06/21,16:54:10,Conductivity Pump,1
41,12/06/21,16:54:20,Conductivity Pump,0
42,12/06/21,17:07:19,Heat Ex Comp,1
43,12/06/21,17:07:19,Cooling,1
44,12/06/21,17:10:21,Heat Ex Comp,0
45,12/06/21,17:23:40,Heat Ex Comp,1
46,12/06/21,17:23:40,Cooling,1
47,12/06/21,17:26:42,Heat Ex Comp,0
48,12/06/21,17:40:09,Heat Ex Comp,1
49,12/06/21,17:40:09,Cooling,1
50,12/06/21,17:43:08,Heat Ex Comp,0
51,12/06/21,17:56:13,Heat Ex Comp,1
52,12/06/21,17:56:13,Cooling,1
53,12/06/21,17:59:07,Heat Ex Comp,0
54,12/06/21,18:14:10,Heat Ex Comp,1
55,12/06/21,18:14:10,Cooling,1
56,12/06/21,18:17:11,Heat Ex Comp,0
57,12/06/21,18:22:28,Effulent Coil,1
58,12/06/21,18:31:04,Effulent Coil,0
59,12/06/21,18:32:40,Heat Ex Comp,1
60,12/06/21,18:32:40,Cooling,1
61,12/06/21,18:35:42,Heat Ex Comp,0
62,12/06/21,18:48:06,Heat Ex Comp,1
63,12/06/21,18:48:06,Cooling,1
64,12/06/21,18:51:01,Heat Ex Comp,0
65,12/06/21,19:06:45,Heat Ex Comp,1
66,12/06/21,19:06:45,Cooling,1
67,12/06/21,19:09:43,Heat Ex Comp,0
68,12/06/21,19:23:35,Heat Ex Comp,1
69,12/06/21,19:23:35,Cooling,1
70,12/06/21,19:26:35,Heat Ex Comp,0
71,12/06/21,19:40:58,Heat Ex Comp,1
72,12/06/21,19:40:58,Cooling,1
73,12/06/21,19:44:01,Heat Ex Comp,0
74,12/06/21,19:57:09,Heat Ex Comp,1
75,12/06/21,19:57:09,Cooling,1
76,12/06/21,20:00:07,Heat Ex Comp,0
77,12/06/21,20:02:28,Effulent Coil,1
78,12/06/21,20:11:04,Effulent Coil,0
79,12/06/21,20:16:58,Heat Ex Comp,1
80,12/06/21,20:16:58,Cooling,1
81,12/06/21,20:19:48,Conductivity Pump,1
82,12/06/21,20:19:58,Conductivity Pump,0
83,12/06/21,20:20:03,Heat Ex Comp,0
84,12/06/21,20:21:58,Conductivity Pump,1
85,12/06/21,20:22:07,Conductivity Pump,0
86,12/06/21,20:33:59,Heat Ex Comp,1
87,12/06/21,20:33:59,Cooling,1
88,12/06/21,20:37:06,Heat Ex Comp,0
89,12/06/21,20:51:34,Heat Ex Comp,1
90,12/06/21,20:51:34,Cooling,1
91,12/06/21,20:54:33,Heat Ex Comp,0
92,12/06/21,21:08:53,Heat Ex Comp,1
93,12/06/21,21:08:53,Cooling,1
94,12/06/21,21:11:58,Heat Ex Comp,0
95,12/06/21,21:26:42,Heat Ex Comp,1
96,12/06/21,21:26:42,Cooling,1
97,12/06/21,21:29:46,Heat Ex Comp,0
