Row,Date,Time,Level,Temperature,pH,Conductivity,Flow,DO
0,12/02/21,01:31:54,23.1,26.3,7.77,798,17,0
1,12/02/21,01:32:54,23.1,26.4,7.77,798,17,0
2,12/02/21,01:33:53,23,26.4,7.77,798,17,0
3,12/02/21,01:34:54,23.2,26.4,7.77,798,17,0
4,12/02/21,01:35:54,23.2,26.4,7.77,797,18,0
5,12/02/21,01:36:54,23.3,26.4,7.77,798,17,0
6,12/02/21,01:37:54,23.3,26.4,7.75,798,17,0
7,12/02/21,01:38:54,23.3,26.4,7.75,796,17,0
8,12/02/21,01:39:54,23.3,26.2,7.77,797,17,0
9,12/02/21,01:40:54,23.3,26,7.77,795,17,0
10,12/02/21,01:41:54,23.2,26,7.77,795,18,0
11,12/02/21,01:42:54,23.2,26.1,7.77,798,17,0
12,12/02/21,01:43:54,23.2,26.2,7.77,798,17,0
13,12/02/21,01:44:54,23.2,26.2,7.77,798,17,0
14,12/02/21,01:45:54,23.2,26.3,7.77,798,17,0
15,12/02/21,01:46:54,23.2,26.3,7.77,798,18,0
16,12/02/21,01:47:54,23.2,26.3,7.77,798,17,0
17,12/02/21,01:48:54,23.2,26.3,7.77,798,17,0
18,12/02/21,01:49:54,23.2,26.4,7.77,797,17,0
19,12/02/21,01:50:54,23.2,26.4,7.75,798,17,0
20,12/02/21,01:51:54,23.2,26.4,7.75,798,17,0
21,12/02/21,01:52:54,23.2,26.4,7.75,799,17,0
22,12/02/21,01:53:54,23.2,26.4,7.75,798,17,0
23,12/02/21,01:54:54,23.3,26.4,7.75,798,18,0
24,12/02/21,01:55:54,23.3,26.4,7.75,798,18,0
25,12/02/21,01:56:54,23.3,26.4,7.75,798,17,0
26,12/02/21,01:57:54,23.3,26.4,7.75,798,17,0
27,12/02/21,01:58:54,23.3,26.4,7.75,798,17,0
28,12/02/21,01:59:54,23.2,26.2,7.75,797,17,0
29,12/02/21,02:00:54,23.1,26.1,7.77,795,18,0
30,12/02/21,02:01:54,23.2,26,7.77,795,17,0
31,12/02/21,02:02:54,23.3,26.1,7.77,797,17,0
32,12/02/21,02:03:54,23.3,26.2,7.77,798,17,0
33,12/02/21,02:04:54,23.3,26.2,7.77,799,17,0
34,12/02/21,02:05:54,23.3,26.3,7.77,798,17,0
35,12/02/21,02:06:54,23.3,26.3,7.75,798,18,0
36,12/02/21,02:07:55,23.4,26.3,7.77,798,17,0
37,12/02/21,02:08:54,23.3,26.4,7.77,798,18,0
38,12/02/21,02:09:54,23.3,26.4,7.75,800,17,0
39,12/02/21,02:10:54,23.3,26.4,7.75,799,17,0
40,12/02/21,02:11:54,23.3,26.4,7.75,798,17,0
41,12/02/21,02:12:55,23.3,26.4,7.75,798,17,0
42,12/02/21,02:13:55,23.3,26.5,7.75,798,17,0
43,12/02/21,02:14:54,23.3,26.3,7.75,798,16,0
44,12/02/21,02:15:54,23.2,26.2,7.75,797,17,0
45,12/02/21,02:16:55,23.2,26,7.77,795,17,0
46,12/02/21,02:17:55,23.2,26,7.77,797,17,0
47,12/02/21,02:18:55,23.2,26.1,7.77,797,18,0
48,12/02/21,02:19:55,23.2,26.2,7.77,797,17,0
49,12/02/21,02:20:54,23.3,26.2,7.77,799,17,0
50,12/02/21,02:21:55,23.3,26.3,7.77,799,17,0
51,12/02/21,02:22:55,23.3,26.3,7.77,799,17,0
52,12/02/21,02:23:55,23.2,26.3,7.77,798,17,0
53,12/02/21,02:24:55,23.2,26.3,7.77,798,17,0
54,12/02/21,02:25:55,23.2,26.4,7.75,798,18,0
55,12/02/21,02:26:55,23.1,26.4,7.77,799,17,0
56,12/02/21,02:27:55,23.1,26.4,7.75,798,17,0
57,12/02/21,02:28:55,23.2,26.4,7.75,799,17,0
58,12/02/21,02:29:55,23.3,26.4,7.75,799,18,0
59,12/02/21,02:30:55,23.3,26.4,7.75,798,18,0
60,12/02/21,02:31:55,23.3,26.4,7.75,798,17,0
